Record ID,Date,Country,City,Temperature (°C),Humidity (%),Precipitation (mm),Air Quality Index (AQI),Extreme Weather Events,Climate Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
ind_361,12/26/2024,India,Delhi,18.3,28,191.9,137,None,Koeppen-B,Arid,Wetland,19.7,21.6,NE,Winter,1341233,45227051.85,10
ind_362,12/27/2024,India,Delhi,16.9,100,125.8,16,None,Koeppen-B,Arid,Grassland,21.9,18.7,W,Winter,2683359,82692370.18,8
ind_363,12/28/2024,India,Delhi,28.2,61,17.5,175,None,Koeppen-A,Arid,Grassland,31.2,36.1,S,Winter,7729227,77373583.98,5
ind_364,12/29/2024,India,Delhi,40.3,95,28.2,74,None,Koeppen-B,Arid,Tundra,45,2.6,W,Winter,4246574,94818505.19,4
ind_365,12/30/2024,India,Delhi,5.4,33,14.6,316,Hurricane,Koeppen-A,Arid,Wetland,7.1,4.7,NW,Winter,1155316,89660609.54,4
ind_366,12/31/2024,India,Delhi,16.4,38,64.4,94,None,Koeppen-D,Arid,Tundra,18.3,23.3,S,Winter,9351501,7652517.59,7
ind_367,1/1/2024,India,Mumbai,6,96,195.9,407,None,Koeppen-D,Arid,Forest,10.8,39.4,NW,Winter,4531191,30387973.47,2
ind_368,1/2/2024,India,Mumbai,4.3,33,184.3,160,None,Koeppen-D,Arid,Grassland,6,34.9,SW,Winter,5104421,32298558.11,2
ind_369,1/3/2024,India,Mumbai,43.6,33,30,24,None,Koeppen-C,Arid,Desert,45.2,25.7,NW,Winter,7551734,3716655.61,1
ind_370,1/4/2024,India,Mumbai,19.7,44,169.8,231,None,Koeppen-A,Arid,Wetland,21.9,33.2,E,Winter,786938,78718670.28,7
ind_371,1/5/2024,India,Mumbai,31.7,69,143.6,293,None,Koeppen-D,Arid,Grassland,35.1,23,N,Winter,4066773,70109701.48,1
ind_372,1/6/2024,India,Mumbai,13,80,167.1,18,None,Koeppen-D,Arid,Tundra,17,22.5,N,Winter,2228555,80349195.94,7
ind_373,1/7/2024,India,Mumbai,7.9,11,164.5,236,Flood,Koeppen-A,Arid,Tundra,8.5,2.1,S,Winter,9208717,57307172.67,9
ind_374,1/8/2024,India,Mumbai,12.8,71,166.1,46,Heatwave,Koeppen-B,Arid,Wetland,16.4,2.9,W,Winter,2672397,77382865.32,8
ind_375,1/9/2024,India,Mumbai,14.9,67,100.1,108,None,Koeppen-B,Arid,Wetland,18.2,19.7,SE,Winter,7449391,97862467.4,1
ind_376,1/10/2024,India,Mumbai,-0.2,96,11,428,None,Koeppen-D,Arid,Wetland,4.6,37.1,SW,Winter,5866584,47116211.7,4
ind_377,1/11/2024,India,Mumbai,25.3,64,57.5,186,None,Koeppen-C,Arid,Forest,28.5,32.3,N,Winter,9289939,31245122.74,2
ind_378,1/12/2024,India,Mumbai,1.7,22,23.1,462,None,Koeppen-C,Arid,Desert,2.8,6.1,E,Winter,8926747,22929040.81,9
ind_379,1/13/2024,India,Mumbai,24.6,86,74,408,None,Koeppen-B,Arid,Tundra,28.9,13.5,S,Winter,4491672,90610680.02,3
ind_380,1/14/2024,India,Mumbai,24.4,33,74.3,43,None,Koeppen-A,Arid,Desert,26,23.1,NE,Winter,2684799,81377249.04,3
ind_381,1/15/2024,India,Mumbai,32.6,66,87.5,151,Drought,Koeppen-B,Arid,Desert,35.9,35.4,SE,Winter,8322002,17837306.89,1
ind_382,1/16/2024,India,Mumbai,-0.7,85,99,80,Flood,Koeppen-D,Arid,Forest,3.5,21.4,SE,Winter,8016338,69033424.79,9
ind_383,1/17/2024,India,Mumbai,16.4,24,178.3,377,None,Koeppen-B,Arid,Grassland,17.6,9,NW,Winter,2466630,49265380.53,2
ind_384,1/18/2024,India,Mumbai,0.1,100,168.3,331,None,Koeppen-A,Arid,Wetland,5.1,13.7,NW,Winter,8296475,85473884.47,4
ind_385,1/19/2024,India,Mumbai,-7.7,64,175.9,89,Flood,Koeppen-B,Arid,Forest,-4.5,10.4,SE,Winter,611310,24474521.48,2
ind_386,1/20/2024,India,Mumbai,15.3,96,191.1,433,None,Koeppen-C,Arid,Forest,20.1,27.6,W,Winter,5957386,34262366.63,3
ind_387,1/21/2024,India,Mumbai,32.7,16,76.4,392,None,Koeppen-C,Arid,Grassland,33.5,7.8,S,Winter,6655230,96264282.6,9
ind_388,1/22/2024,India,Mumbai,11.9,100,85.9,492,None,Koeppen-A,Arid,Tundra,16.9,21,S,Winter,7376893,96175975.88,7
ind_389,1/23/2024,India,Mumbai,31.7,64,54.3,394,None,Koeppen-D,Arid,Grassland,34.9,16.8,N,Winter,6075071,79539930.42,9
ind_390,1/24/2024,India,Mumbai,1,14,4.5,37,None,Koeppen-B,Arid,Grassland,1.7,27.4,S,Winter,3505054,17384269.13,9
ind_391,1/25/2024,India,Mumbai,21.4,70,168.1,383,None,Koeppen-C,Arid,Wetland,24.9,34,NW,Winter,2894003,42488995.2,5
ind_392,1/26/2024,India,Mumbai,5.2,12,123.5,477,Flood,Koeppen-B,Arid,Grassland,5.8,3.6,E,Winter,1592640,60203629.3,10
ind_393,1/27/2024,India,Mumbai,34.3,16,113.2,499,None,Koeppen-D,Arid,Grassland,35.1,26.9,NW,Winter,1898854,68845478.43,8
ind_394,1/28/2024,India,Mumbai,38.5,48,172.7,104,None,Koeppen-C,Arid,Tundra,40.9,22.9,NW,Winter,5315689,4592203.46,1
ind_395,1/29/2024,India,Mumbai,2.4,71,166.7,421,Heatwave,Koeppen-C,Arid,Grassland,6,33.5,S,Winter,4981141,71430689.28,6
ind_396,1/30/2024,India,Mumbai,39.6,87,17.4,389,None,Koeppen-D,Arid,Grassland,44,6.4,E,Winter,1598497,62887405.99,10
ind_397,1/31/2024,India,Mumbai,11.8,20,66.4,370,None,Koeppen-D,Arid,Grassland,12.8,23.3,NW,Winter,115987,35288180.93,4
ind_398,2/1/2024,India,Mumbai,-3.5,45,67.8,184,Drought,Koeppen-A,Arid,Desert,-1.2,11,NW,Winter,5188193,91462833.72,1
ind_399,2/2/2024,India,Mumbai,8.9,25,127.8,250,None,Koeppen-C,Arid,Forest,10.2,4.9,SW,Winter,7591541,48799515.35,8
ind_400,2/3/2024,India,Mumbai,38,99,14.5,368,None,Koeppen-D,Arid,Wetland,43,37.4,SE,Winter,9707584,41467056.55,5
ind_401,2/4/2024,India,Mumbai,1.8,18,71.5,473,None,Koeppen-C,Arid,Grassland,2.7,0.7,SW,Winter,5893809,51732731.03,4
ind_402,2/5/2024,India,Mumbai,14.3,52,88.5,274,None,Koeppen-C,Arid,Desert,16.9,31.1,E,Winter,3952997,18589927.14,6
ind_403,2/6/2024,India,Mumbai,27.3,17,142.4,212,None,Koeppen-D,Arid,Tundra,28.2,1.7,SW,Winter,7121184,85130384.2,2
ind_404,2/7/2024,India,Mumbai,3.9,26,14.3,107,None,Koeppen-A,Arid,Grassland,5.2,27.4,SW,Winter,7134152,36545608.16,3
ind_405,2/8/2024,India,Mumbai,24.3,54,32.8,495,None,Koeppen-B,Arid,Forest,27,29.3,W,Winter,6227429,20869704.88,9
ind_406,2/9/2024,India,Mumbai,23.1,36,173.4,100,None,Koeppen-C,Arid,Tundra,24.9,36.1,SW,Winter,4165369,3342290.54,5
ind_407,2/10/2024,India,Mumbai,13.3,88,69.7,131,None,Koeppen-C,Arid,Forest,17.7,31.9,E,Winter,2588549,54329085.91,8
ind_408,2/11/2024,India,Mumbai,1.9,36,160.5,328,Hurricane,Koeppen-B,Arid,Desert,3.7,22.2,S,Winter,6406539,73646526.83,3
ind_409,2/12/2024,India,Mumbai,23.5,13,3.4,452,None,Koeppen-C,Arid,Tundra,24.1,22.3,NW,Winter,7193933,35636966.13,5
ind_410,2/13/2024,India,Mumbai,30.9,97,199.3,292,None,Koeppen-A,Arid,Tundra,35.8,16.1,NE,Winter,9319656,89292083.48,7
ind_411,2/14/2024,India,Mumbai,39.3,99,157,164,None,Koeppen-C,Arid,Wetland,44.2,1.9,N,Winter,6260306,245506.76,10
ind_412,2/15/2024,India,Mumbai,17.4,84,127.1,157,None,Koeppen-A,Arid,Forest,21.6,28.4,W,Winter,9112544,60526447.64,3
ind_413,2/16/2024,India,Mumbai,30.4,19,175.8,152,None,Koeppen-C,Arid,Forest,31.3,3.4,W,Winter,9290451,2735073.2,10
ind_414,2/17/2024,India,Mumbai,17.1,59,44.8,372,None,Koeppen-A,Arid,Tundra,20.1,26.1,NE,Winter,6822619,58620545.92,3
ind_415,2/18/2024,India,Mumbai,19.7,82,136.8,24,None,Koeppen-D,Arid,Wetland,23.8,32.3,SW,Winter,8136636,39135519.24,2
ind_416,2/19/2024,India,Mumbai,1.8,28,69.1,137,Hurricane,Koeppen-D,Arid,Forest,3.2,6.9,E,Winter,6752427,61868097.14,2
ind_417,2/20/2024,India,Mumbai,1.5,92,196.3,208,None,Koeppen-D,Arid,Forest,6.1,2.7,SW,Winter,5390315,33182895.49,6
ind_418,2/21/2024,India,Mumbai,-8.4,90,9,190,Drought,Koeppen-B,Arid,Grassland,-3.9,14.5,E,Winter,43262,92862803.76,8
ind_419,2/22/2024,India,Mumbai,-2.3,53,7.8,269,None,Koeppen-C,Arid,Forest,0.4,6.9,S,Winter,1814748,68492035.79,9
ind_420,2/23/2024,India,Mumbai,40.3,47,86.6,148,None,Koeppen-A,Arid,Wetland,42.6,30.4,SW,Winter,735065,32289813.42,2
ind_421,2/24/2024,India,Mumbai,0.1,33,32.8,217,None,Koeppen-D,Arid,Desert,1.8,7,N,Winter,4051314,78466380.52,5
ind_422,2/25/2024,India,Mumbai,40.2,47,148,352,None,Koeppen-C,Arid,Tundra,42.6,0.5,S,Winter,7110502,69708437.65,3
ind_423,2/26/2024,India,Mumbai,21.2,24,61.4,222,None,Koeppen-A,Arid,Tundra,22.4,2.9,S,Winter,5151992,52166368.17,6
ind_424,2/27/2024,India,Mumbai,-5.4,68,118,429,None,Koeppen-C,Arid,Tundra,-2,17,NW,Winter,9778409,12797302.89,3
ind_425,2/28/2024,India,Mumbai,0.5,16,1.5,279,None,Koeppen-A,Arid,Grassland,1.3,26.9,SE,Winter,1968606,6787898.79,9
ind_426,2/29/2024,India,Mumbai,9.1,34,119.4,485,Hurricane,Koeppen-A,Arid,Desert,10.8,17.9,NE,Winter,8502886,95799603.33,6
ind_427,3/1/2024,India,Mumbai,35.7,100,33.4,93,None,Koeppen-B,Arid,Desert,40.7,6.5,W,Spring,6728399,37776565.09,10
ind_428,3/2/2024,India,Mumbai,19.4,27,79.6,52,None,Koeppen-A,Arid,Desert,20.8,30.2,N,Spring,2278321,81582225.43,5
ind_429,3/3/2024,India,Mumbai,19.1,36,138.9,353,Hurricane,Koeppen-C,Arid,Wetland,20.9,3.2,S,Spring,8986233,60065609.5,2
ind_430,3/4/2024,India,Mumbai,13.2,92,119.5,199,None,Koeppen-B,Arid,Desert,17.8,2.3,E,Spring,5369324,16265042.51,2
ind_431,3/5/2024,India,Mumbai,38.5,24,117.2,73,None,Koeppen-D,Arid,Forest,39.7,23,SE,Spring,901488,44832777.5,10
ind_432,3/6/2024,India,Mumbai,40.2,38,111.8,58,None,Koeppen-B,Arid,Grassland,42.1,36.7,NE,Spring,2034398,35564097.26,3
ind_433,3/7/2024,India,Mumbai,21.2,29,24.8,193,Heatwave,Koeppen-A,Arid,Tundra,22.6,26.2,SW,Spring,5803614,99938547.08,1
ind_434,3/8/2024,India,Mumbai,27.6,59,26.6,222,None,Koeppen-C,Arid,Wetland,30.6,37.5,W,Spring,7056956,57090894.98,8
ind_435,3/9/2024,India,Mumbai,37.9,83,6.6,273,None,Koeppen-B,Arid,Wetland,42,18,S,Spring,5867275,73316475.22,7
ind_436,3/10/2024,India,Mumbai,33.2,24,95,112,None,Koeppen-A,Arid,Grassland,34.4,4.9,SW,Spring,17838,59040148.71,2
ind_437,3/11/2024,India,Mumbai,19.7,23,191.4,106,Flood,Koeppen-C,Arid,Forest,20.8,37.2,W,Spring,9776412,78513001.67,10
ind_438,3/12/2024,India,Mumbai,5.7,48,148.1,377,Drought,Koeppen-B,Arid,Forest,8.1,0.7,NW,Spring,4318673,62187794.51,7
ind_439,3/13/2024,India,Mumbai,13.4,31,40.3,106,None,Koeppen-A,Arid,Forest,15,20.1,NE,Spring,1886958,41186172.08,9
ind_440,3/14/2024,India,Mumbai,20.2,98,89.1,191,None,Koeppen-B,Arid,Tundra,25.1,25.5,NE,Spring,1660906,25781358.39,9
ind_441,3/15/2024,India,Mumbai,6.6,100,51.5,154,None,Koeppen-D,Arid,Grassland,11.6,36.1,N,Spring,4985478,9161955.49,8
ind_442,3/16/2024,India,Mumbai,39.3,43,182.4,486,None,Koeppen-B,Arid,Forest,41.4,26.2,S,Spring,3493658,95191930.68,7
ind_443,3/17/2024,India,Mumbai,23,71,83.2,390,None,Koeppen-A,Arid,Grassland,26.6,36.5,SW,Spring,4265317,43625725.77,5
ind_444,3/18/2024,India,Mumbai,42.2,96,28.6,157,None,Koeppen-A,Arid,Wetland,47,32.2,S,Spring,5442532,1164959.88,8
ind_445,3/19/2024,India,Mumbai,25.5,95,6.7,36,None,Koeppen-D,Arid,Wetland,30.2,22.1,SW,Spring,8565590,7810382.13,2
ind_446,3/20/2024,India,Mumbai,-7.1,51,41.4,479,None,Koeppen-B,Arid,Forest,-4.5,3.4,NW,Spring,5670865,28444086.74,7
ind_447,3/21/2024,India,Mumbai,-3.2,66,166.1,295,None,Koeppen-A,Arid,Wetland,0.1,28.3,SE,Spring,1115299,6470365.63,7
ind_448,3/22/2024,India,Mumbai,-6.1,61,21.1,377,None,Koeppen-D,Arid,Tundra,-3,12.9,SE,Spring,4898754,99991921.14,6
ind_449,3/23/2024,India,Mumbai,16.9,11,50,37,None,Koeppen-D,Arid,Forest,17.4,22.6,SW,Spring,5869282,66183870.03,4
ind_450,3/24/2024,India,Mumbai,34.3,58,42.9,90,None,Koeppen-B,Arid,Forest,37.2,32.3,SW,Spring,1798132,2796055.38,10
ind_451,3/25/2024,India,Mumbai,22.3,39,39.9,418,Hurricane,Koeppen-C,Arid,Tundra,24.2,38,NE,Spring,8530509,63346664.29,1
ind_452,3/26/2024,India,Mumbai,26.4,41,132.8,152,None,Koeppen-C,Arid,Tundra,28.4,33.2,SE,Spring,205404,37907958.12,10
ind_453,3/27/2024,India,Mumbai,18,80,62.6,212,None,Koeppen-C,Arid,Tundra,22,22.3,E,Spring,8785576,32115919.79,9
ind_454,3/28/2024,India,Mumbai,19.7,19,15.2,368,None,Koeppen-C,Arid,Tundra,20.6,27.6,E,Spring,9034924,5259757.8,1
ind_455,3/29/2024,India,Mumbai,-0.2,22,19.3,25,None,Koeppen-A,Arid,Wetland,0.9,24.6,NE,Spring,3613577,85488600.81,8
ind_456,3/30/2024,India,Mumbai,17.7,76,16.6,98,Heatwave,Koeppen-A,Arid,Tundra,21.5,21.9,SE,Spring,2406845,80541809.43,7
ind_457,3/31/2024,India,Mumbai,13,69,34.5,419,Flood,Koeppen-C,Arid,Desert,16.4,31.7,W,Spring,7508539,24636387.22,3
ind_458,4/1/2024,India,Mumbai,14.7,17,135.2,166,None,Koeppen-A,Arid,Tundra,15.5,33.4,NE,Spring,2303939,27812883.19,5
ind_459,4/2/2024,India,Mumbai,6,30,177.5,95,None,Koeppen-C,Arid,Forest,7.5,25.2,S,Spring,9017587,94936348.15,3
ind_460,4/3/2024,India,Mumbai,39,15,39.7,99,None,Koeppen-A,Arid,Wetland,39.8,29.9,S,Spring,928669,53990851.7,2
ind_461,4/4/2024,India,Mumbai,33.1,62,197.6,108,Hurricane,Koeppen-D,Arid,Grassland,36.2,39.6,S,Spring,8515536,10218221.82,5
ind_462,4/5/2024,India,Mumbai,17.2,15,67.5,103,None,Koeppen-B,Arid,Desert,17.9,30.3,N,Spring,1591167,30631084.75,6
ind_463,4/6/2024,India,Mumbai,8.5,64,134.5,323,None,Koeppen-B,Arid,Desert,11.7,8.3,SW,Spring,735266,76329653.97,1
ind_464,4/7/2024,India,Mumbai,32.5,34,51.9,89,None,Koeppen-A,Arid,Forest,34.2,1.7,S,Spring,7071062,39313222.54,3
ind_465,4/8/2024,India,Mumbai,-2.9,17,9,37,None,Koeppen-A,Arid,Forest,-2,39.4,S,Spring,9358896,71349881.74,9
ind_466,4/9/2024,India,Mumbai,-4.5,75,88.1,168,Drought,Koeppen-D,Arid,Wetland,-0.8,11.7,SW,Spring,4087466,43051231.28,1
ind_467,4/10/2024,India,Mumbai,33.6,52,148.2,435,None,Koeppen-A,Arid,Wetland,36.2,1.6,NW,Spring,2443295,97068606.67,9
ind_468,4/11/2024,India,Mumbai,7.1,94,57.2,497,None,Koeppen-B,Arid,Tundra,11.8,26,E,Spring,698806,63081854.14,9
ind_469,4/12/2024,India,Mumbai,-3.4,100,33.9,369,None,Koeppen-C,Arid,Desert,1.6,14.6,E,Spring,2452964,22164136.18,6
ind_470,4/13/2024,India,Mumbai,12.8,15,191.5,24,None,Koeppen-B,Arid,Forest,13.6,3.6,W,Spring,9896695,47843247.63,3
ind_471,4/14/2024,India,Mumbai,-9,81,45.2,279,None,Koeppen-A,Arid,Grassland,-5,18.9,NW,Spring,9563375,3149294.15,2
ind_472,4/15/2024,India,Mumbai,-0.2,36,26.8,85,None,Koeppen-C,Arid,Tundra,1.6,14.1,E,Spring,3769033,23995319.93,7
ind_473,4/16/2024,India,Mumbai,33.7,29,115.1,320,Drought,Koeppen-A,Arid,Tundra,35.2,7.8,N,Spring,8723487,75730539.1,3
ind_474,4/17/2024,India,Mumbai,21.4,69,187.9,425,None,Koeppen-B,Arid,Wetland,24.8,19.8,NE,Spring,5265100,33855678.65,9
ind_475,4/18/2024,India,Mumbai,35.9,27,151.9,54,None,Koeppen-B,Arid,Grassland,37.2,10.9,SE,Spring,3899266,86517988.72,4
ind_476,4/19/2024,India,Mumbai,13.4,47,73.6,43,Hurricane,Koeppen-C,Arid,Wetland,15.8,5.1,NW,Spring,2181837,19172463.19,3
ind_477,4/20/2024,India,Mumbai,-6.2,81,159.8,313,None,Koeppen-A,Arid,Forest,-2.2,17.7,N,Spring,7171262,45638344.99,10
ind_478,4/21/2024,India,Mumbai,23.9,27,181,12,Heatwave,Koeppen-B,Arid,Tundra,25.2,37.4,NW,Spring,9708909,65406915.26,9
ind_479,4/22/2024,India,Mumbai,43.8,25,142.4,58,None,Koeppen-A,Arid,Desert,45,29.6,N,Spring,4696049,57738614.89,10
ind_480,4/23/2024,India,Mumbai,16.2,82,77.2,453,Flood,Koeppen-B,Arid,Forest,20.3,3.4,E,Spring,3474865,98929286.68,1
ind_481,4/24/2024,India,Mumbai,32,11,41.6,218,None,Koeppen-D,Arid,Forest,32.5,15.4,N,Spring,7550803,12451161.04,8
ind_482,4/25/2024,India,Mumbai,10.4,23,56.4,351,None,Koeppen-A,Arid,Tundra,11.6,5.7,N,Spring,6995396,23302460.1,3
ind_483,4/26/2024,India,Mumbai,41.9,57,135.2,62,Heatwave,Koeppen-C,Arid,Forest,44.8,4.9,W,Spring,4422235,2452037.43,9
ind_484,4/27/2024,India,Mumbai,-5.9,12,56.9,472,Heatwave,Koeppen-D,Arid,Forest,-5.3,6.1,NE,Spring,6234890,74934523.03,4
ind_485,4/28/2024,India,Mumbai,38.8,92,76,212,None,Koeppen-A,Arid,Grassland,43.4,16.8,E,Spring,228230,37039889.28,6
ind_486,4/29/2024,India,Mumbai,2.2,57,189.8,369,None,Koeppen-A,Arid,Wetland,5.1,0.9,S,Spring,5084702,40043096.84,1
ind_487,4/30/2024,India,Mumbai,36.8,54,199.8,96,Hurricane,Koeppen-B,Arid,Tundra,39.5,10.1,E,Spring,9326841,37075029.57,2
ind_488,5/1/2024,India,Mumbai,16.2,84,9,325,None,Koeppen-D,Arid,Desert,20.4,19.2,W,Spring,3092876,5548083.01,5
ind_489,5/2/2024,India,Mumbai,43,83,113.2,423,None,Koeppen-A,Arid,Desert,47.1,14.8,E,Spring,9404389,59731824.74,6
ind_490,5/3/2024,India,Mumbai,9.6,31,141,236,None,Koeppen-C,Arid,Wetland,11.2,33.6,W,Spring,2537525,75568421.1,3
ind_491,5/4/2024,India,Mumbai,1.5,43,182,388,None,Koeppen-C,Arid,Grassland,3.6,35.1,NW,Spring,3357380,34216368.04,8
ind_492,5/5/2024,India,Mumbai,9.2,83,44.9,256,Heatwave,Koeppen-C,Arid,Grassland,13.3,12.8,SE,Spring,7169259,10627628.64,6
ind_493,5/6/2024,India,Mumbai,35.7,76,70.7,489,None,Koeppen-D,Arid,Tundra,39.5,20.4,NW,Spring,5142922,57229269.78,9
ind_494,5/7/2024,India,Mumbai,26.1,65,123.5,457,Drought,Koeppen-D,Arid,Tundra,29.4,24.5,N,Spring,8461880,5977475.04,2
ind_495,5/8/2024,India,Mumbai,4,11,26.9,498,None,Koeppen-D,Arid,Tundra,4.5,19.7,NW,Spring,5896730,70079429.16,9
ind_496,5/9/2024,India,Mumbai,6.1,76,17.6,200,None,Koeppen-A,Arid,Grassland,9.9,28,SW,Spring,1597253,54726134.36,2
ind_497,5/10/2024,India,Mumbai,28.8,85,12.1,358,None,Koeppen-D,Arid,Grassland,33,4.7,E,Spring,9125167,76792370.2,8
ind_498,5/11/2024,India,Mumbai,15.1,23,59.3,232,None,Koeppen-A,Arid,Tundra,16.2,19.8,W,Spring,2250434,23616105.84,2
ind_499,5/12/2024,India,Mumbai,-2.9,100,172,76,None,Koeppen-D,Arid,Tundra,2.1,23.5,N,Spring,2224742,78349864.77,2
ind_500,5/13/2024,India,Mumbai,5.4,25,121.2,418,None,Koeppen-B,Arid,Grassland,6.7,30.2,S,Spring,838384,19168334.25,5
ind_501,5/14/2024,India,Mumbai,19.5,29,118.9,159,Drought,Koeppen-C,Arid,Grassland,20.9,16.2,SW,Spring,4346766,67993620.22,3
ind_502,5/15/2024,India,Mumbai,21.8,69,114.9,494,None,Koeppen-D,Arid,Desert,25.2,5.6,NE,Spring,1927633,19519014.14,1
ind_503,5/16/2024,India,Mumbai,39.3,46,130,345,None,Koeppen-B,Arid,Desert,41.6,1.8,W,Spring,5958060,54034390.52,7
ind_504,5/17/2024,India,Mumbai,20.1,73,24.1,281,Heatwave,Koeppen-B,Arid,Desert,23.8,23.6,SW,Spring,8345502,19809242.27,2
ind_505,5/18/2024,India,Mumbai,0.8,94,27.6,354,None,Koeppen-A,Arid,Wetland,5.5,31.9,SE,Spring,8875552,947672.57,6
ind_506,5/19/2024,India,Mumbai,0.2,39,162.7,305,None,Koeppen-C,Arid,Desert,2.2,14.3,SE,Spring,185370,44037223.7,5
ind_507,5/20/2024,India,Mumbai,3.5,95,75.6,367,None,Koeppen-C,Arid,Wetland,8.2,15,N,Spring,4687055,65494071.31,2
ind_508,5/21/2024,India,Mumbai,-5.5,70,80,224,Heatwave,Koeppen-A,Arid,Tundra,-2,27.8,N,Spring,4913271,64460587.15,2
ind_509,5/22/2024,India,Mumbai,39.6,36,62,13,None,Koeppen-B,Arid,Desert,41.4,18.3,NE,Spring,5915251,94149754.28,5
ind_510,5/23/2024,India,Mumbai,18.1,56,196.5,343,None,Koeppen-B,Arid,Wetland,20.9,12,SE,Spring,5391915,66982357.04,9
ind_511,5/24/2024,India,Mumbai,20.4,64,0.2,11,Heatwave,Koeppen-A,Arid,Forest,23.6,16.1,SW,Spring,4197524,40071619.3,5
ind_512,5/25/2024,India,Mumbai,-7,86,14.4,134,None,Koeppen-D,Arid,Wetland,-2.7,37.4,SE,Spring,8859031,13543616.21,5
ind_513,5/26/2024,India,Mumbai,0.8,28,93.6,295,None,Koeppen-A,Arid,Forest,2.2,29.2,E,Spring,7952123,27920306.71,7
ind_514,5/27/2024,India,Mumbai,15.9,91,13.9,363,None,Koeppen-D,Arid,Desert,20.4,18.5,N,Spring,7979521,4433190.95,4
ind_515,5/28/2024,India,Mumbai,26.4,44,134,384,Heatwave,Koeppen-D,Arid,Forest,28.6,35.4,NE,Spring,3294306,17641674.01,10
ind_516,5/29/2024,India,Mumbai,42.4,11,165,175,None,Koeppen-D,Arid,Desert,42.9,16.9,E,Spring,1572333,71796862.59,9
ind_517,5/30/2024,India,Mumbai,7.3,27,92,203,None,Koeppen-D,Arid,Grassland,8.7,19.6,S,Spring,3712777,15051298.97,7
ind_518,5/31/2024,India,Mumbai,-6.6,92,61.7,484,Hurricane,Koeppen-B,Arid,Forest,-2,24.1,E,Spring,3788099,11647270.63,1
ind_519,6/1/2024,India,Mumbai,-7.2,32,182.2,352,None,Koeppen-D,Arid,Desert,-5.6,21.7,SE,Summer,5009105,94866052.99,4
ind_520,6/2/2024,India,Mumbai,13.8,49,53,313,None,Koeppen-C,Arid,Forest,16.2,20.6,SW,Summer,5784949,62268939.36,7
ind_521,6/3/2024,India,Mumbai,31,92,183.9,380,Hurricane,Koeppen-C,Arid,Desert,35.6,39.2,NE,Summer,3941077,46200117.3,8
ind_522,6/4/2024,India,Mumbai,13.6,39,125,84,None,Koeppen-A,Arid,Desert,15.6,17,E,Summer,6287876,74262028.16,7
ind_523,6/5/2024,India,Mumbai,14.2,61,17.8,414,None,Koeppen-C,Arid,Tundra,17.2,4.8,S,Summer,9798948,83224105.82,9
ind_524,6/6/2024,India,Mumbai,24.4,86,153.2,50,None,Koeppen-C,Arid,Tundra,28.7,1.5,NW,Summer,6575742,72327758.4,3
ind_525,6/7/2024,India,Mumbai,-8.8,35,73.4,111,None,Koeppen-B,Arid,Grassland,-7.1,35.8,SE,Summer,9058853,85620589.69,3
ind_526,6/8/2024,India,Mumbai,-0.9,97,197.6,127,Flood,Koeppen-A,Arid,Forest,4,20.6,N,Summer,6984935,89929416.65,1
ind_527,6/9/2024,India,Mumbai,43.9,18,51,310,None,Koeppen-D,Arid,Grassland,44.8,6.5,W,Summer,8328746,46787882.67,7
ind_528,6/10/2024,India,Mumbai,25.4,13,112.9,69,None,Koeppen-D,Arid,Grassland,26,27.6,SW,Summer,8320972,80067268.45,3
ind_529,6/11/2024,India,Mumbai,35.8,98,137.5,222,None,Koeppen-D,Arid,Desert,40.7,24.2,S,Summer,3722390,56861728.95,6
ind_530,6/12/2024,India,Mumbai,14.8,17,105.5,79,Hurricane,Koeppen-D,Arid,Tundra,15.7,32,SE,Summer,4778651,36722436.37,3
ind_531,6/13/2024,India,Mumbai,-9.5,15,95.2,234,Heatwave,Koeppen-D,Arid,Forest,-8.8,22,SW,Summer,2497397,42763921.31,5
ind_532,6/14/2024,India,Mumbai,6.9,100,77.4,179,None,Koeppen-D,Arid,Forest,11.9,23.7,SW,Summer,3157910,29823304.65,6
ind_533,6/15/2024,India,Mumbai,15.8,70,80.3,409,None,Koeppen-C,Arid,Wetland,19.3,4,SE,Summer,2255298,88833496.61,10
ind_534,6/16/2024,India,Mumbai,-5,66,83.8,152,Hurricane,Koeppen-A,Arid,Forest,-1.7,16,NE,Summer,4812617,94743780.46,6
ind_535,6/17/2024,India,Mumbai,36.1,66,53.9,466,Heatwave,Koeppen-A,Arid,Forest,39.4,18.3,S,Summer,6949724,26015391.05,3
ind_536,6/18/2024,India,Mumbai,-7.3,69,129.8,465,None,Koeppen-B,Arid,Grassland,-3.8,25.7,E,Summer,2692993,50797143.18,6
ind_537,6/19/2024,India,Mumbai,22.6,84,12.8,351,None,Koeppen-D,Arid,Tundra,26.8,2.9,NE,Summer,8003757,17188181.28,1
ind_538,6/20/2024,India,Mumbai,23.3,88,158.9,437,None,Koeppen-A,Arid,Desert,27.7,33.6,S,Summer,6313978,24493245.41,9
ind_539,6/21/2024,India,Mumbai,17.3,76,113.6,310,None,Koeppen-B,Arid,Desert,21.1,39.3,NW,Summer,6893750,8363130.56,4
